MH,Data
PSO,40.201
PSO,40.361
PSO,40.693
PSO,40.191
PSO,40.288
PSO,41.214
PSO,41.121
PSO,44.268
PSO,63.334
PSO,40.246
PSO,40.529
PSO,40.089
PSO,40.329
PSO,41.784
PSO,42.883
PSO,43.632
PSO,91.566
PSO,53.829
PSO,102.732
PSO,103.7
PSO,103.614
PSO,103.936
PSO,103.966
PSO,106.633
PSO,44.674
PSO,40.372
PSO,40.183
PSO,40.82
PSO,42.215
PSO,42.472
PSO,41.513
PSO,41.583
PSO,52.714
PSO,46.551
PSO,63.825
PSO,40.226
PSO,40.988
PSO,41.669
PSO,44.307
PSO,44.744
PSO,44.779
PSO,45.321
PSO,41.373
PSO,72.4
PSO,41.47
PSO,41.258
PSO,41.488
PSO,40.643
PSO,40.054
PSO,104.037
PSO,103.687
PSO,103.89
PSO,103.752
PSO,103.942
PSO,109.215
PSO,52.015
PSO,45.907
PSO,56.318
PSO,40.604
PSO,41.752
PSO,41.334
PSO,104.567
PSO,45.406
PSO,45.123
PSO,54.617
PSO,52.691
PSO,46.563
PSO,47.12
PSO,46.456
PSO,82.999
PSO,51.299
PSO,49.509
PSO,45.849
PSO,53.601
PSO,113.218
PSO,112.12
PSO,113.71
PSO,57.854
PSO,49.145
PSO,117.164
PSO,48.097
PSO,116.692
PSO,46.191
PSO,45.892
PSO,47.985
PSO,59.909
PSO,45.487
PSO,56.186
PSO,102.089
PSO,114.562
PSO,113.848
PSO,115.654
PSO,118.457
PSO,48.37
PSO,50.204
PSO,47.759
PSO,46.084
PSO,47.056
PSO,45.496
PSO,46.331
PSO,57.082
PSO,51.494
PSO,49.563
PSO,48.747
PSO,46.762
PSO,46.645
PSO,46.17
PSO,46.559
PSO,52.738
PSO,114.477
PSO,53.608
PSO,119.323
PSO,50.254
PSO,49.164
PSO,47.563
PSO,46.706
PSO,46.385
PSO,49.426
PSO,48.557
PSO,55.742
PSO,113.008
PSO,115.684
PSO,114.688
PSO,117.026
PSO,32.886
PSO,36.014
PSO,32.976
PSO,33.183
PSO,33.933
PSO,32.534
PSO,33.442
PSO,36.164
PSO,80.834
PSO,78.474
PSO,35.876
PSO,75.753
PSO,34.827
PSO,34.269
PSO,32.321
PSO,33.606
PSO,33.162
PSO,33.03
PSO,35.013
PSO,47.386
PSO,31.793
PSO,33.727
PSO,33.102
PSO,33.772
PSO,33.362
PSO,33.056
PSO,75.048
PSO,77.174
PSO,81.307
PSO,78.876
PSO,77.708
PSO,34.243
PSO,34.354
PSO,33.555
PSO,37.889
PSO,33.437
PSO,33.484
PSO,33.647
PSO,33.235
PSO,33.818
PSO,34.33
PSO,32.028
PSO,38.101
PSO,35.289
PSO,77.2
PSO,33.464
PSO,33.68
PSO,78.587
PSO,33.355
PSO,33.647
PSO,34.168
PSO,35.038
PSO,33.404
PSO,36.472
PSO,34.184
PSO,33.614
PSO,74.86
PSO,79.607
PSO,81.68
PSO,76.596
PSO,78.065
PSO,76.505
PSO,38.345
PSO,38.624
PSO,39.546
PSO,38.984
PSO,47.836
PSO,40.101
PSO,40.074
PSO,38.806
PSO,39.224
PSO,39.939
PSO,38.562
PSO,43.313
PSO,37.739
PSO,88.361
PSO,39.659
PSO,46.592
