MH,Data
PSO,16.732
PSO,16.788
PSO,16.762
PSO,16.737
PSO,16.739
PSO,16.978
PSO,17.321
PSO,17.363
PSO,26.945
PSO,27.204
PSO,16.741
PSO,16.78
PSO,16.862
PSO,17.002
PSO,17.682
PSO,18.834
PSO,20.627
PSO,16.856
PSO,44.347
PSO,44.572
PSO,45.484
PSO,46.16
PSO,45.717
PSO,47.27
PSO,20.943
PSO,16.752
PSO,16.823
PSO,16.972
PSO,17.435
PSO,17.402
PSO,45.146
PSO,18.824
PSO,20.267
PSO,19.453
PSO,19.414
PSO,18.277
PSO,16.849
PSO,17.274
PSO,17.41
PSO,19.083
PSO,19.716
PSO,19.78
PSO,18.351
PSO,17.121
PSO,17.369
PSO,17.41
PSO,17.327
PSO,17.193
PSO,44.244
PSO,19.427
PSO,45.66
PSO,45.252
PSO,45.611
PSO,19.695
PSO,47.221
PSO,18.862
PSO,45.256
PSO,17.531
PSO,17.319
PSO,17.405
PSO,17.344
PSO,44.346
PSO,21.384
PSO,19.253
PSO,21.459
PSO,21.703
PSO,20.545
PSO,19.942
PSO,19.902
PSO,19.914
PSO,22.329
PSO,19.212
PSO,23.236
PSO,45.15
PSO,21.572
PSO,21.015
PSO,49.33
PSO,20.171
PSO,19.894
PSO,19.923
PSO,50.15
PSO,50.671
PSO,21.372
PSO,21.3
PSO,52.156
PSO,50.296
PSO,21.005
PSO,25.975
PSO,20.364
PSO,49.141
PSO,19.259
PSO,49.416
PSO,49.3
PSO,20.08
PSO,19.986
PSO,20.835
PSO,21.343
PSO,22.727
PSO,20.7
PSO,19.28
PSO,20.418
PSO,22.389
PSO,20.006
PSO,20.469
PSO,21.211
PSO,22.201
PSO,21.539
PSO,50.368
PSO,50.511
PSO,21.752
PSO,19.269
PSO,20.409
PSO,20.925
PSO,50.371
PSO,20.307
PSO,52.274
PSO,23.171
PSO,21.822
PSO,49.431
PSO,19.697
PSO,21.638
PSO,52.018
PSO,49.436
PSO,50.422
PSO,12.917
PSO,14.08
PSO,12.84
PSO,13.767
PSO,13.297
PSO,18.165
PSO,13.549
PSO,13.097
PSO,13.39
PSO,12.855
PSO,13.874
PSO,31.793
PSO,13.074
PSO,12.638
PSO,12.971
PSO,31.41
PSO,13.106
PSO,13.327
PSO,31.805
PSO,13.04
PSO,13.719
PSO,12.982
PSO,30.798
PSO,13.459
PSO,12.684
PSO,15.948
PSO,13.056
PSO,13.24
PSO,13.181
PSO,31.995
PSO,31.501
PSO,13.503
PSO,13.3
PSO,13.071
PSO,12.712
PSO,16.836
PSO,18.029
PSO,14.22
PSO,13.163
PSO,13.392
PSO,14.105
PSO,13.161
PSO,13.221
PSO,12.674
PSO,32.128
PSO,13.897
PSO,13.826
PSO,30.891
PSO,13.595
PSO,30.885
PSO,13.877
PSO,13.802
PSO,13.549
PSO,31.872
PSO,13.208
PSO,12.744
PSO,31.888
PSO,13.617
PSO,14.781
PSO,31.898
PSO,31.425
PSO,31.986
PSO,16.109
PSO,16.188
PSO,15.383
PSO,16.133
PSO,15.766
PSO,15.454
PSO,15.743
PSO,17.01
PSO,16.622
PSO,16.161
PSO,23.355
PSO,16.77
PSO,16.722
PSO,35.419
PSO,35.843
PSO,15.589
PSO,15.621
PSO,16.458
PSO,16.479
PSO,36.484
PSO,17.281
PSO,15.512
PSO,16.24
PSO,15.69
PSO,15.285
PSO,32.415
PSO,36.793
PSO,36.393
PSO,36.864
PSO,35.399
PSO,35.846
PSO,15.649
PSO,16.124
PSO,16.506
PSO,17.006
PSO,15.678
PSO,15.954
PSO,15.91
PSO,16.964
PSO,15.267
PSO,15.922
PSO,16.368
PSO,16.786
PSO,26.256
PSO,16.233
PSO,15.87
PSO,15.934
PSO,36.544
PSO,15.722
PSO,19.53
PSO,16.752
PSO,16.605
PSO,16.33
PSO,15.145
PSO,16.029
PSO,15.632
PSO,36.905
PSO,36.119
PSO,33.051
PSO,37.024
PSO,35.224
PSO,35.631
PSO,10.451
PSO,8.211
PSO,9.531
PSO,8.288
PSO,8.414
PSO,8.292
PSO,8.285
PSO,7.884
PSO,8.223
PSO,8.424
PSO,7.937
PSO,21.233
PSO,8.736
PSO,8.867
PSO,8.329
PSO,8.275
PSO,8.05
PSO,8.088
PSO,8.336
PSO,8.113
PSO,8.817
PSO,7.717
PSO,9.659
PSO,8.297
PSO,8.139
