MH,Data
PSO,16.842
PSO,16.885
PSO,16.92
PSO,16.949
PSO,16.946
PSO,16.971
PSO,17.116
PSO,17.039
PSO,27.697
PSO,28.223
PSO,16.855
PSO,16.93
PSO,16.933
PSO,16.981
PSO,16.968
PSO,19.762
PSO,27.438
PSO,28.508
PSO,45.005
PSO,45.811
PSO,18.106
PSO,45.514
PSO,46.781
PSO,46.102
PSO,46.415
PSO,20.555
PSO,16.909
PSO,16.981
PSO,16.998
PSO,18.387
PSO,22.244
PSO,21.978
PSO,17.938
PSO,18.214
PSO,19.454
PSO,17.004
PSO,16.99
PSO,18.327
PSO,17.872
PSO,20.64
PSO,19.428
PSO,17.951
PSO,18.559
PSO,16.997
PSO,17.017
PSO,18.245
PSO,30.711
PSO,25.412
PSO,19.619
PSO,17.024
PSO,44.996
PSO,45.337
PSO,45.328
PSO,46.035
PSO,46.698
PSO,46.412
PSO,19.56
PSO,18.35
PSO,17.497
PSO,17.766
PSO,17.931
PSO,29.21
PSO,20.237
PSO,19.884
PSO,20.535
PSO,24.006
PSO,21.306
PSO,20.395
PSO,20.364
PSO,21.944
PSO,19.999
PSO,20.313
PSO,22.392
PSO,19.634
PSO,22.323
PSO,20.711
PSO,50.025
PSO,20.409
PSO,50.238
PSO,50.648
PSO,50.955
PSO,22.275
PSO,51.215
PSO,51.735
PSO,20.704
PSO,20.241
PSO,21.578
PSO,20.742
PSO,50.715
PSO,21.335
PSO,24.52
PSO,20.529
PSO,50.078
PSO,21.571
PSO,21.395
PSO,23.937
PSO,22.159
PSO,20.037
PSO,19.501
PSO,20.651
PSO,21.729
PSO,21.208
PSO,21.452
PSO,21.8
PSO,19.524
PSO,20.817
PSO,36.666
PSO,20.748
PSO,50.249
PSO,51.208
PSO,46.54
PSO,22.881
PSO,51.185
PSO,51.325
PSO,20.036
PSO,21.373
PSO,22.573
PSO,20.405
PSO,20.294
PSO,19.816
PSO,20.382
PSO,32.147
PSO,35.157
PSO,50.396
PSO,14.124
PSO,15.093
PSO,15.378
PSO,13.458
PSO,13.462
PSO,12.921
PSO,13.057
PSO,13.01
PSO,32.032
PSO,13.894
PSO,31.386
PSO,32.107
PSO,14.001
PSO,31.57
PSO,32.388
PSO,15.568
PSO,14.232
PSO,13.452
PSO,12.976
PSO,13.398
PSO,13.547
PSO,13.631
PSO,12.938
PSO,14.958
PSO,14.509
PSO,32.513
PSO,31.363
PSO,32.377
PSO,32.681
PSO,31.685
PSO,32.498
PSO,13.782
PSO,13.318
PSO,14.246
PSO,13.096
PSO,13.557
PSO,14.97
PSO,14.155
PSO,13.078
PSO,14.066
PSO,14.09
PSO,12.912
PSO,13.273
PSO,14.656
PSO,13.018
PSO,13.708
PSO,13.981
PSO,15.55
PSO,14.104
PSO,31.562
PSO,13.59
PSO,12.929
PSO,14.116
PSO,12.924
PSO,13.414
PSO,13.848
PSO,32.438
PSO,31.483
PSO,32.335
PSO,31.875
PSO,32.655
PSO,32.522
PSO,16.92
PSO,16.922
PSO,16.237
PSO,15.385
PSO,16.348
PSO,16.328
PSO,16.096
PSO,18.599
PSO,15.992
PSO,16.919
PSO,16.508
PSO,15.78
PSO,15.884
PSO,16.502
PSO,15.621
PSO,36.47
PSO,15.592
PSO,17.135
PSO,27.448
PSO,18.623
PSO,16.831
PSO,15.327
PSO,15.472
PSO,15.991
PSO,36.222
PSO,16.169
PSO,36.768
PSO,36.288
PSO,37.442
PSO,37.201
PSO,33.265
PSO,16.588
PSO,16.989
PSO,15.373
PSO,17.608
PSO,17.253
PSO,15.365
PSO,16.593
PSO,16.12
PSO,16.744
PSO,16.813
PSO,15.809
PSO,16.731
PSO,36.492
PSO,18.316
PSO,16.076
PSO,15.92
PSO,15.412
PSO,16.47
PSO,16.53
PSO,17.017
PSO,15.82
PSO,36.251
PSO,25.582
PSO,36.806
PSO,36.441
PSO,17.629
PSO,37.468
PSO,16.118
PSO,37.084
PSO,20.798
PSO,36.129
PSO,7.808
PSO,9.675
PSO,9.069
PSO,9.348
PSO,8.04
PSO,8.179
PSO,8.609
PSO,8.595
PSO,8.382
PSO,8.533
PSO,8.373
PSO,8.549
PSO,15.652
PSO,8.051
PSO,8.414
PSO,8.603
PSO,8.454
PSO,7.803
PSO,20.564
PSO,8.43
PSO,10.433
PSO,20.529
PSO,8.986
PSO,7.735
PSO,20.691
PSO,8.272
PSO,8.548
PSO,8.511
PSO,20.875
PSO,21.092
PSO,15.546
PSO,8.071
PSO,8.903
PSO,8.555
PSO,8.265
PSO,7.762
PSO,8.598
PSO,8.473
PSO,8.563
PSO,8.273
PSO,8.469
PSO,8.373
PSO,7.768
PSO,8.468
PSO,7.88
PSO,8.514
PSO,7.913
PSO,20.546
PSO,8.989
PSO,20.545
PSO,20.61
PSO,9.28
PSO,20.531
PSO,8.403
PSO,8.226
PSO,7.956
PSO,8.097
PSO,20.862
PSO,20.904
PSO,8.281
PSO,8.821
PSO,21.032
PSO,10.381
PSO,11.685
PSO,11.186
PSO,10.718
PSO,10.484
PSO,10.468
PSO,11.612
PSO,11.091
PSO,11.971
PSO,10.364
PSO,11.394
PSO,10.906
PSO,10.573
PSO,25.244
PSO,10.484
PSO,24.977
PSO,11.162
PSO,25.181
PSO,10.393
PSO,25.286
PSO,11.604
PSO,23.967
PSO,10.363
PSO,25.627
PSO,12.58
PSO,25.859
PSO,11.111
PSO,10.718
PSO,10.514
PSO,11.207
PSO,25.262
PSO,10.792
PSO,10.799
PSO,11.309
PSO,10.384
PSO,11.721
PSO,10.896
PSO,10.625
PSO,10.985
PSO,10.664
PSO,22.304
PSO,12.7
PSO,25.067
PSO,10.412
PSO,12.482
PSO,25.249
PSO,25.231
PSO,11.535
PSO,10.185
PSO,10.758
PSO,10.965
PSO,25.642
PSO,10.256
PSO,25.926
PSO,10.457
PSO,11.313
PSO,10.533
PSO,10.858
PSO,15.877
PSO,23.865
PSO,25.09
PSO,25.215
PSO,13.743
PSO,15.834
PSO,13.723
PSO,14.484
PSO,14.441
PSO,20.092
PSO,14.998
PSO,16.251
PSO,14.419
PSO,13.737
PSO,14.712
PSO,13.735
PSO,16.755
PSO,14.44
PSO,14.792
PSO,39.636
PSO,15.844
PSO,13.956
PSO,38.552
PSO,38.872
PSO,15.156
PSO,21.018
PSO,13.723
PSO,39.229
PSO,16.013
PSO,20.318
PSO,14.892
PSO,14.584
PSO,39.056
PSO,39.016
PSO,32.549
PSO,10.679
PSO,13.574
PSO,11.14
PSO,10.653
PSO,12.506
PSO,11.804
PSO,13.813
PSO,11.442
PSO,11.001
PSO,10.899
