MH,Data
PSO,5.915
PSO,6.009
PSO,5.919
PSO,6.031
PSO,5.905
PSO,6.008
PSO,6.135
PSO,6.347
PSO,9.656
PSO,9.978
PSO,5.904
PSO,5.941
PSO,5.896
PSO,5.998
PSO,6.091
PSO,6.192
PSO,8.472
PSO,6.092
PSO,16.665
PSO,16.664
PSO,16.929
PSO,16.518
PSO,16.861
PSO,16.958
PSO,7.354
PSO,11.596
PSO,5.905
PSO,5.939
PSO,6.101
PSO,6.221
PSO,6.156
PSO,6.978
PSO,9.555
PSO,6.762
PSO,5.912
PSO,5.94
PSO,6.392
PSO,5.992
PSO,6.029
PSO,8.26
PSO,6.423
PSO,6.554
PSO,6.689
PSO,5.925
PSO,5.95
PSO,6.023
PSO,6.376
PSO,7.463
PSO,16.652
PSO,16.612
PSO,16.545
PSO,7.078
PSO,16.905
PSO,16.902
PSO,16.906
PSO,16.584
PSO,6.518
PSO,6.609
PSO,5.904
PSO,5.932
PSO,6.355
PSO,6.111
PSO,8.113
PSO,8.219
PSO,7.891
PSO,7.195
PSO,7.622
PSO,6.933
PSO,6.97
PSO,7.192
PSO,8.393
PSO,12.302
PSO,8.176
PSO,8.426
PSO,7.106
PSO,6.916
PSO,6.942
PSO,7.695
PSO,8.531
PSO,8.773
PSO,18.609
PSO,18.708
PSO,18.616
PSO,18.935
PSO,18.911
PSO,19.021
PSO,7.341
PSO,8.335
PSO,7.602
PSO,11.519
PSO,7.074
PSO,6.962
PSO,7.34
PSO,7.865
PSO,7.873
PSO,8.013
PSO,7.893
PSO,7.108
PSO,7.192
PSO,6.965
PSO,7.269
PSO,7.689
PSO,8.368
PSO,7.966
PSO,8.166
PSO,6.954
PSO,18.967
PSO,18.627
PSO,7.195
PSO,7.777
PSO,7.037
PSO,18.737
PSO,18.663
PSO,7.501
PSO,18.959
PSO,18.955
PSO,19.008
PSO,8.104
PSO,8.133
PSO,8.101
PSO,6.937
PSO,7.592
PSO,11.083
PSO,18.656
PSO,4.384
PSO,4.741
PSO,5.205
PSO,6.729
PSO,4.841
PSO,4.642
PSO,4.632
PSO,4.594
PSO,4.748
PSO,4.3
PSO,4.906
PSO,4.388
PSO,4.332
PSO,11.205
PSO,11.308
PSO,5.478
PSO,11.497
PSO,11.585
