MH,Data
PSO,5.864
PSO,5.892
PSO,5.88
PSO,5.85
PSO,5.873
PSO,6.068
PSO,6.215
PSO,6.356
PSO,9.514
PSO,9.533
PSO,9.593
PSO,5.859
PSO,5.913
PSO,5.937
PSO,6.098
PSO,6.239
PSO,8.312
PSO,8.396
PSO,5.838
PSO,16.095
PSO,16.306
PSO,16.249
PSO,16.383
PSO,7.06
PSO,16.763
PSO,5.908
PSO,5.995
PSO,6.06
PSO,6.193
PSO,16.453
PSO,16.475
PSO,7.379
PSO,6.079
PSO,6.136
PSO,6.516
PSO,6.36
PSO,5.912
PSO,6.065
PSO,6.486
PSO,6.933
PSO,6.202
PSO,6.666
PSO,6.363
PSO,6.532
PSO,6.06
PSO,6.038
PSO,6.333
PSO,6.435
PSO,16.736
PSO,15.23
PSO,6.203
PSO,7.03
PSO,16.239
PSO,16.358
PSO,6.461
PSO,16.723
PSO,7.907
PSO,6.403
PSO,6.305
PSO,6.2
PSO,7.857
PSO,16.94
PSO,7.258
PSO,7.342
PSO,9.008
PSO,7.214
PSO,7.121
PSO,7.311
PSO,7.229
PSO,7.769
PSO,7.488
PSO,7.311
PSO,7.03
PSO,7.888
PSO,7.135
PSO,7.241
PSO,7.259
PSO,18.793
PSO,18.242
PSO,18.37
PSO,18.667
PSO,7.593
PSO,9.036
PSO,6.869
PSO,19.408
PSO,18.782
PSO,7.124
PSO,7.561
PSO,7.408
PSO,7.219
PSO,7.263
PSO,7.272
PSO,18.914
PSO,7.093
PSO,6.887
PSO,7.576
PSO,7.428
PSO,7.483
PSO,7.309
PSO,7.245
PSO,7.288
PSO,8.09
PSO,6.987
PSO,7.402
PSO,7.487
PSO,7.451
PSO,7.364
PSO,18.724
PSO,18.23
PSO,7.279
PSO,18.386
PSO,7.176
PSO,18.657
PSO,7.786
PSO,19.454
PSO,18.781
PSO,7.486
PSO,7.038
PSO,7.462
PSO,7.462
PSO,7.402
PSO,7.315
PSO,18.95
PSO,18.706
PSO,4.515
PSO,5.01
PSO,4.874
PSO,4.62
PSO,4.662
PSO,4.45
PSO,7.952
PSO,4.498
PSO,4.507
PSO,4.465
PSO,4.671
PSO,10.883
PSO,4.717
PSO,10.964
PSO,5.171
PSO,4.939
PSO,4.514
PSO,4.468
PSO,11.399
PSO,11.283
PSO,4.503
PSO,5.162
PSO,4.58
PSO,4.703
PSO,4.502
PSO,4.634
PSO,4.358
PSO,11.428
PSO,11.101
PSO,10.921
PSO,10.923
PSO,4.486
PSO,4.492
PSO,4.402
PSO,4.821
PSO,4.673
PSO,4.612
PSO,4.584
PSO,4.456
PSO,4.437
PSO,4.496
PSO,4.444
PSO,4.654
PSO,4.746
PSO,4.652
PSO,4.576
PSO,11.257
PSO,11.405
PSO,4.469
PSO,4.45
PSO,4.474
PSO,4.473
PSO,4.571
PSO,4.715
PSO,4.701
PSO,4.587
PSO,4.518
PSO,10.978
PSO,11.451
PSO,11.094
PSO,10.9
PSO,10.989
PSO,5.466
PSO,5.443
PSO,5.465
PSO,5.498
PSO,5.627
PSO,5.679
PSO,5.64
PSO,5.519
PSO,6.061
PSO,5.446
PSO,5.49
PSO,5.506
PSO,5.552
PSO,5.676
PSO,13.212
PSO,13.272
PSO,5.219
PSO,6.26
PSO,5.573
PSO,5.679
PSO,5.505
PSO,5.479
PSO,5.505
PSO,12.849
PSO,5.653
PSO,11.272
PSO,6.042
PSO,13.321
PSO,12.732
PSO,12.912
PSO,13.198
PSO,5.248
PSO,6.244
PSO,5.606
PSO,7.529
PSO,5.803
PSO,5.499
PSO,5.608
PSO,5.274
PSO,5.824
PSO,5.254
