Exp,MH,TF,DR,Family,Data
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S1-STD,PSO,S1,STD,S,28857.0
PSO_S1-STD,PSO,S1,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28819.0
PSO_S2-STD,PSO,S2,STD,S,28620.0
PSO_S2-STD,PSO,S2,STD,S,28743.0
PSO_S2-STD,PSO,S2,STD,S,28794.0
PSO_S2-STD,PSO,S2,STD,S,28739.0
PSO_S2-STD,PSO,S2,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28790.0
PSO_S2-STD,PSO,S2,STD,S,28759.0
PSO_S2-STD,PSO,S2,STD,S,28794.0
PSO_S2-STD,PSO,S2,STD,S,28857.0
PSO_S2-STD,PSO,S2,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28699.0
PSO_S2-STD,PSO,S2,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28790.0
PSO_S2-STD,PSO,S2,STD,S,28805.0
PSO_S2-STD,PSO,S2,STD,S,28754.0
PSO_S2-STD,PSO,S2,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28677.0
PSO_S2-STD,PSO,S2,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28833.0
PSO_S2-STD,PSO,S2,STD,S,28834.0
PSO_S2-STD,PSO,S2,STD,S,28857.0
